,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
0,0,0,17,5,14,0.7700000000000001,45000
1,0,0,24,10,13,0.7700000000000001,45000
2,0,0,29,12,8,0.7700000000000001,45000
3,0,0,30,11,15,0.7700000000000001,45000
4,0,0,19,5,14,0.7700000000000001,45000
5,0,0,16,15,7,0.7700000000000001,45000
6,0,0,16,15,7,0.7700000000000001,45000
7,0,0,18,6,18,0.7700000000000001,45000
8,0,0,21,13,14,0.7700000000000001,45000
9,0,0,29,12,8,0.7700000000000001,45000
10,0,0,21,13,14,0.7700000000000001,45000
11,0,0,21,11,16,0.7700000000000001,45000
12,1,0,17,6,12,0.9100000000000003,45000
13,1,0,23,10,15,0.9100000000000003,45000
14,1,0,27,10,18,0.9100000000000003,45000
15,1,0,23,10,15,0.9100000000000003,45000
16,1,0,36,10,11,0.9100000000000003,45000
17,1,0,36,10,11,0.9100000000000003,45000
18,1,0,23,10,15,0.9100000000000003,45000
19,1,0,21,11,13,0.9100000000000003,45000
20,1,0,36,12,9,0.9100000000000003,45000
21,1,0,17,6,12,0.9100000000000003,45000
22,1,0,20,5,14,0.9100000000000003,45000
23,1,0,27,10,18,0.9100000000000003,45000
24,2,0,29,7,14,0.7000000000000001,45000
25,2,0,29,7,11,0.7000000000000001,45000
26,2,0,22,14,11,0.7000000000000001,45000
27,2,0,29,7,11,0.7000000000000001,45000
28,2,0,22,14,11,0.7000000000000001,45000
29,2,0,36,11,11,0.7000000000000001,45000
30,2,0,36,11,11,0.7000000000000001,45000
31,2,0,36,11,11,0.7000000000000001,45000
32,2,0,29,7,11,0.7000000000000001,45000
33,3,0,20,13,14,0.8800000000000002,45000
34,3,0,35,8,9,0.8800000000000002,45000
35,3,0,20,13,14,0.8800000000000002,45000
36,3,0,35,8,9,0.8800000000000002,45000
37,3,0,27,15,17,0.8800000000000002,45000
38,3,0,20,13,14,0.8800000000000002,45000
39,3,0,20,13,14,0.8800000000000002,45000
40,3,0,35,8,9,0.8800000000000002,45000
41,3,0,12,10,9,0.8800000000000002,45000
42,3,0,20,13,14,0.8800000000000002,45000
43,3,0,35,8,9,0.8800000000000002,45000
44,3,0,35,8,9,0.8800000000000002,45000
45,4,0,35,11,10,0.9600000000000003,45000
46,4,0,35,11,10,0.9600000000000003,45000
47,4,0,19,13,6,0.9600000000000003,45000
48,4,0,36,8,18,0.9600000000000003,45000
49,4,0,23,11,7,0.9600000000000003,45000
50,4,0,23,11,7,0.9600000000000003,45000
51,4,0,30,14,18,0.9600000000000003,45000
52,4,0,19,13,6,0.9600000000000003,45000
53,4,0,13,5,9,0.9600000000000003,45000
54,4,0,36,8,18,0.9600000000000003,45000
55,4,0,22,5,8,0.9600000000000003,45000
56,4,0,19,13,6,0.9600000000000003,45000
57,4,0,19,13,6,0.9600000000000003,45000
58,4,0,29,12,16,0.9600000000000003,45000
59,5,0,17,15,12,0.9500000000000003,45000
60,5,0,21,14,14,0.9500000000000003,45000
61,5,0,17,15,12,0.9500000000000003,45000
62,5,0,17,8,13,0.9500000000000003,45000
63,5,0,17,15,12,0.9500000000000003,45000
64,5,0,15,15,10,0.9500000000000003,45000
65,5,0,15,15,10,0.9500000000000003,45000
66,5,0,17,15,12,0.9500000000000003,45000
67,5,0,17,15,12,0.9500000000000003,45000
68,5,0,19,5,18,0.9500000000000003,45000
69,5,0,33,6,17,0.9500000000000003,45000
70,5,0,19,5,18,0.9500000000000003,45000
71,5,0,17,15,12,0.9500000000000003,45000
72,5,0,17,15,12,0.9500000000000003,45000
73,5,0,15,15,10,0.9500000000000003,45000
74,6,0,14,7,18,0.63,45000
75,6,0,14,7,18,0.63,45000
76,6,0,36,12,11,0.63,45000
77,6,0,13,10,15,0.63,45000
78,6,0,13,11,14,0.63,45000
79,6,0,21,7,17,0.63,45000
80,6,0,16,13,18,0.63,45000
81,6,0,23,8,10,0.63,45000
82,6,0,26,12,16,0.63,45000
83,6,0,21,7,17,0.63,45000
84,7,0,18,13,7,0.8900000000000002,45000
85,7,0,18,13,7,0.8900000000000002,45000
86,7,0,18,13,7,0.8900000000000002,45000
87,7,0,23,9,16,0.8900000000000002,45000
88,7,0,34,12,6,0.8900000000000002,45000
89,7,0,20,14,9,0.8900000000000002,45000
90,7,0,32,13,7,0.8900000000000002,45000
91,7,0,20,12,16,0.8900000000000002,45000
92,7,0,20,14,9,0.8900000000000002,45000
93,7,0,24,14,17,0.8900000000000002,45000
94,7,0,20,14,9,0.8900000000000002,45000
95,7,0,31,8,12,0.8900000000000002,45000
96,7,0,23,9,16,0.8900000000000002,45000
97,8,0,29,12,10,0.9700000000000003,45000
98,8,0,29,12,10,0.9700000000000003,45000
99,8,0,36,12,12,0.9700000000000003,45000
100,8,0,30,5,17,0.9700000000000003,45000
101,8,0,30,5,17,0.9700000000000003,45000
102,8,0,19,15,15,0.9700000000000003,45000
103,8,0,19,15,15,0.9700000000000003,45000
104,8,0,30,5,17,0.9700000000000003,45000
105,8,0,29,12,10,0.9700000000000003,45000
106,8,0,36,12,12,0.9700000000000003,45000
107,8,0,19,15,15,0.9700000000000003,45000
