,Unnamed: 0,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
0,0,0,0,30,22,23,0.8100000000000002,45000
1,1,0,0,44,13,16,0.8100000000000002,45000
2,2,1,1,27,17,13,0.7000000000000001,45000
3,3,1,1,41,22,24,0.7000000000000001,45000
4,4,2,0,46,10,13,0.8400000000000002,45000
5,5,2,0,26,16,19,0.8400000000000002,45000
6,6,2,0,28,20,19,0.8400000000000002,45000
7,7,2,0,26,16,19,0.8400000000000002,45000
8,8,3,0,47,15,27,0.7800000000000001,45000
9,9,3,0,28,15,23,0.7800000000000001,45000
10,10,4,0,38,22,12,0.7700000000000001,45000
11,11,4,0,37,21,26,0.7700000000000001,45000
12,12,5,0,54,11,12,0.9600000000000004,45000
13,13,5,0,28,10,25,0.9600000000000004,45000
14,14,5,0,28,10,25,0.9600000000000004,45000
15,15,5,0,54,11,12,0.9600000000000004,45000
16,16,5,0,54,11,12,0.9600000000000004,45000
17,17,6,0,43,15,17,0.7500000000000001,45000
18,18,6,0,26,20,19,0.7500000000000001,45000
19,19,6,0,36,18,12,0.7500000000000001,45000
20,20,7,1,43,12,23,0.61,45000
21,21,8,0,30,19,14,0.6900000000000001,45000
22,22,8,0,35,14,19,0.6900000000000001,45000
23,23,8,0,50,19,13,0.6900000000000001,45000
24,24,9,0,39,11,17,0.8000000000000002,45000
25,25,9,0,53,16,13,0.8000000000000002,45000
26,26,9,0,38,16,19,0.8000000000000002,45000
27,27,10,0,26,22,12,0.7600000000000001,45000
28,28,10,0,43,12,12,0.7600000000000001,45000
29,29,10,0,38,19,20,0.7600000000000001,45000
30,30,11,1,52,17,13,0.9900000000000004,45000
31,31,11,1,30,16,20,0.9900000000000004,45000
32,32,11,1,30,16,20,0.9900000000000004,45000
33,33,12,1,35,10,19,0.63,45000
34,34,12,1,24,16,21,0.63,45000
35,35,12,1,35,10,19,0.63,45000
36,36,13,0,40,21,27,0.9700000000000004,45000
37,37,13,0,25,16,24,0.9700000000000004,45000
38,38,13,0,31,17,21,0.9700000000000004,45000
39,39,14,0,30,22,16,0.8700000000000002,45000
40,40,14,0,52,19,21,0.8700000000000002,45000
41,41,15,1,25,19,17,0.7800000000000001,45000
42,42,15,1,29,10,14,0.7800000000000001,45000
43,43,15,1,32,22,19,0.7800000000000001,45000
44,44,16,0,52,17,21,0.7300000000000001,45000
45,45,16,0,25,17,17,0.7300000000000001,45000
46,46,17,0,36,13,14,0.8300000000000002,45000
47,47,17,0,54,11,23,0.8300000000000002,45000
48,48,17,0,44,20,17,0.8300000000000002,45000
49,49,18,0,28,18,18,0.9000000000000002,45000
50,50,18,0,46,14,22,0.9000000000000002,45000
51,51,18,0,27,22,22,0.9000000000000002,45000
52,52,19,0,32,17,23,0.9500000000000004,45000
53,53,19,0,29,13,14,0.9500000000000004,45000
54,54,19,0,29,13,14,0.9500000000000004,45000
55,55,19,0,37,16,19,0.9500000000000004,45000
56,56,20,0,32,15,27,0.61,45000
57,57,20,0,53,16,12,0.61,45000
58,58,21,1,50,17,14,0.66,45000
59,59,21,1,27,10,16,0.66,45000
60,60,22,1,48,13,16,0.6900000000000001,45000
61,61,22,1,24,11,14,0.6900000000000001,45000
62,62,23,0,53,12,21,0.7100000000000001,45000
63,63,23,0,33,20,15,0.7100000000000001,45000
64,64,24,0,27,13,27,0.7700000000000001,45000
65,65,24,0,49,22,17,0.7700000000000001,45000
66,66,25,0,28,13,21,0.7400000000000001,45000
67,67,25,0,49,17,18,0.7400000000000001,45000
68,68,25,0,38,11,23,0.7400000000000001,45000
69,69,26,1,47,18,22,0.61,45000
70,70,27,1,50,19,27,0.9600000000000004,45000
71,71,28,0,34,15,24,0.8700000000000002,45000
72,72,28,0,27,22,21,0.8700000000000002,45000
73,73,28,0,26,12,21,0.8700000000000002,45000
74,74,29,0,46,16,18,0.63,45000
75,75,29,0,41,13,26,0.63,45000
76,76,30,0,27,22,15,0.8500000000000002,45000
77,77,30,0,33,16,17,0.8500000000000002,45000
78,78,30,0,33,16,17,0.8500000000000002,45000
79,79,31,1,41,18,17,0.66,45000
80,80,31,1,25,12,27,0.66,45000
81,81,32,0,53,16,12,0.65,45000
82,82,32,0,28,22,20,0.65,45000
83,83,33,1,52,10,23,0.61,45000
84,84,33,1,52,10,23,0.61,45000
85,85,34,0,32,10,22,0.9100000000000004,45000
86,86,34,0,25,12,15,0.9100000000000004,45000
87,87,34,0,25,12,15,0.9100000000000004,45000
88,88,34,0,28,16,16,0.9100000000000004,45000
89,89,34,0,28,16,16,0.9100000000000004,45000
90,90,35,0,30,15,25,0.8500000000000002,45000
91,91,35,0,40,22,12,0.8500000000000002,45000
92,92,35,0,40,22,12,0.8500000000000002,45000
93,93,36,1,30,18,25,0.61,45000
94,94,36,1,28,16,17,0.61,45000
95,95,37,1,49,12,25,0.68,45000
96,96,37,1,49,12,25,0.68,45000
97,97,38,0,28,20,14,0.8900000000000002,45000
98,98,38,0,28,20,14,0.8900000000000002,45000
99,99,38,0,50,19,20,0.8900000000000002,45000
100,100,39,0,48,18,20,0.8500000000000002,45000
101,101,39,0,36,21,24,0.8500000000000002,45000
102,102,40,0,31,15,25,0.9400000000000004,45000
103,103,40,0,34,19,18,0.9400000000000004,45000
104,104,40,0,47,10,18,0.9400000000000004,45000
105,105,40,0,47,10,18,0.9400000000000004,45000
106,106,41,1,41,11,12,0.7700000000000001,45000
107,107,41,1,41,11,12,0.7700000000000001,45000
108,108,41,1,53,11,24,0.7700000000000001,45000
109,109,42,1,44,22,17,0.61,45000
110,110,42,1,26,17,14,0.61,45000
111,111,43,1,43,22,16,0.6,45000
112,112,43,1,40,14,20,0.6,45000
113,113,44,0,39,19,17,0.8900000000000002,45000
114,114,44,0,53,17,15,0.8900000000000002,45000
115,115,44,0,43,17,13,0.8900000000000002,45000
116,116,45,1,26,13,26,0.7100000000000001,45000
117,117,45,1,32,18,26,0.7100000000000001,45000
118,118,46,1,40,17,21,0.64,45000
119,119,46,1,29,15,18,0.64,45000
120,120,47,1,53,17,14,0.62,45000
121,121,48,0,26,21,15,0.66,45000
122,122,48,0,48,20,12,0.66,45000
123,123,48,0,54,11,16,0.66,45000
124,124,49,1,39,12,25,0.68,45000
125,125,50,0,29,17,18,0.8600000000000002,45000
126,126,50,0,50,17,17,0.8600000000000002,45000
127,127,51,1,44,14,23,0.65,45000
128,128,52,0,43,17,17,0.9300000000000004,45000
129,129,52,0,43,17,17,0.9300000000000004,45000
130,130,53,0,45,14,17,0.9800000000000004,45000
131,131,53,0,45,10,23,0.9800000000000004,45000
132,132,53,0,45,10,23,0.9800000000000004,45000
133,133,53,0,40,14,16,0.9800000000000004,45000
134,134,54,1,37,22,20,0.66,45000
135,135,55,1,51,20,21,0.7400000000000001,45000
136,136,56,0,40,20,26,0.8300000000000002,45000
137,137,56,0,32,14,14,0.8300000000000002,45000
138,138,56,0,54,11,16,0.8300000000000002,45000
139,139,57,0,40,10,12,0.8900000000000002,45000
140,140,57,0,44,17,15,0.8900000000000002,45000
141,141,57,0,40,22,15,0.8900000000000002,45000
142,142,58,0,38,10,22,0.8600000000000002,45000
143,143,58,0,44,22,18,0.8600000000000002,45000
144,144,58,0,36,14,19,0.8600000000000002,45000
145,145,59,0,38,10,18,0.8800000000000002,45000
146,146,59,0,40,17,24,0.8800000000000002,45000
147,147,59,0,44,17,14,0.8800000000000002,45000
148,148,60,0,45,10,15,0.7700000000000001,45000
149,149,60,0,45,10,15,0.7700000000000001,45000
150,150,60,0,35,21,18,0.7700000000000001,45000
151,151,61,1,47,10,26,0.7300000000000001,45000
152,152,62,0,37,20,24,0.7500000000000001,45000
153,153,62,0,45,14,25,0.7500000000000001,45000
154,154,63,0,45,20,16,0.8400000000000002,45000
155,155,63,0,43,16,15,0.8400000000000002,45000
156,156,63,0,46,13,12,0.8400000000000002,45000
157,157,64,1,53,21,20,0.8000000000000002,45000
158,158,64,1,47,10,16,0.8000000000000002,45000
159,159,65,1,30,15,14,0.9900000000000004,45000
160,160,65,1,46,19,26,0.9900000000000004,45000
161,161,66,0,32,11,22,0.7800000000000001,45000
162,162,66,0,47,15,13,0.7800000000000001,45000
163,163,66,0,32,11,22,0.7800000000000001,45000
164,164,67,0,38,15,21,0.8800000000000002,45000
165,165,67,0,48,13,17,0.8800000000000002,45000
166,166,67,0,37,14,20,0.8800000000000002,45000
167,167,68,1,45,11,26,0.65,45000
168,168,69,0,41,21,16,0.9500000000000004,45000
169,169,69,0,41,21,16,0.9500000000000004,45000
170,170,69,0,41,21,16,0.9500000000000004,45000
171,171,70,1,36,22,15,0.7300000000000001,45000
172,172,70,1,52,21,15,0.7300000000000001,45000
173,173,71,0,36,16,26,0.7400000000000001,45000
174,174,71,0,38,22,21,0.7400000000000001,45000
175,175,72,0,25,19,24,0.9000000000000002,45000
176,176,72,0,25,19,24,0.9000000000000002,45000
177,177,72,0,28,10,24,0.9000000000000002,45000
178,178,72,0,25,20,20,0.9000000000000002,45000
179,179,73,1,35,13,17,0.7500000000000001,45000
180,180,73,1,25,12,24,0.7500000000000001,45000
181,181,73,1,54,14,15,0.7500000000000001,45000
182,182,74,0,28,18,14,0.7500000000000001,45000
183,183,74,0,49,15,13,0.7500000000000001,45000
184,184,74,0,33,16,17,0.7500000000000001,45000
185,185,75,0,31,20,27,0.9600000000000004,45000
186,186,75,0,48,10,15,0.9600000000000004,45000
187,187,75,0,44,10,12,0.9600000000000004,45000
188,188,75,0,48,10,15,0.9600000000000004,45000
189,189,76,0,37,16,16,0.6900000000000001,45000
190,190,76,0,50,12,22,0.6900000000000001,45000
191,191,77,0,41,14,13,0.8100000000000002,45000
192,192,77,0,51,11,16,0.8100000000000002,45000
193,193,77,0,26,12,25,0.8100000000000002,45000
194,194,77,0,26,18,18,0.8100000000000002,45000
195,195,78,0,40,17,18,0.7400000000000001,45000
196,196,78,0,32,17,14,0.7400000000000001,45000
197,197,79,1,46,15,20,0.67,45000
198,198,80,0,26,21,21,0.8800000000000002,45000
199,199,80,0,38,15,18,0.8800000000000002,45000
200,200,80,0,32,10,26,0.8800000000000002,45000
