,Unnamed: 0,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
0,0,0,0,47,10,27,0.9300000000000004,45000
1,1,0,0,47,10,27,0.9300000000000004,45000
2,2,0,0,52,11,24,0.9300000000000004,45000
3,3,1,0,37,15,14,0.9300000000000004,45000
4,4,1,0,41,17,26,0.9300000000000004,45000
5,5,2,1,34,19,24,0.63,45000
6,6,3,0,35,15,18,0.9700000000000004,45000
7,7,3,0,33,19,24,0.9700000000000004,45000
8,8,3,0,36,16,15,0.9700000000000004,45000
9,9,3,0,29,10,19,0.9700000000000004,45000
10,10,4,0,48,20,21,0.9500000000000004,45000
11,11,4,0,48,20,21,0.9500000000000004,45000
12,12,5,0,43,19,16,1.0000000000000004,45000
13,13,5,0,28,17,25,1.0000000000000004,45000
14,14,5,0,48,11,23,1.0000000000000004,45000
15,15,5,0,27,11,16,1.0000000000000004,45000
16,16,6,0,32,15,26,0.7800000000000001,45000
17,17,6,0,44,14,15,0.7800000000000001,45000
18,18,7,0,29,10,24,1.0000000000000004,45000
19,19,7,0,50,17,20,1.0000000000000004,45000
20,20,7,0,50,12,22,1.0000000000000004,45000
21,21,8,1,31,12,21,0.6,45000
22,22,8,1,31,12,21,0.6,45000
23,23,9,0,33,11,27,0.9100000000000004,45000
24,24,9,0,43,11,14,0.9100000000000004,45000
25,25,9,0,37,11,17,0.9100000000000004,45000
26,26,9,0,24,18,27,0.9100000000000004,45000
27,27,10,0,35,12,16,0.7200000000000001,45000
28,28,10,0,34,19,13,0.7200000000000001,45000
29,29,10,0,49,12,27,0.7200000000000001,45000
30,30,11,1,42,22,27,0.64,45000
31,31,12,0,39,22,25,0.8500000000000002,45000
32,32,12,0,39,11,20,0.8500000000000002,45000
33,33,13,0,40,19,23,0.9000000000000002,45000
34,34,13,0,48,20,17,0.9000000000000002,45000
35,35,14,1,28,18,22,0.9900000000000004,45000
36,36,14,1,38,12,27,0.9900000000000004,45000
37,37,14,1,38,12,27,0.9900000000000004,45000
38,38,15,1,37,22,25,0.8800000000000002,45000
39,39,16,0,44,20,17,0.9000000000000002,45000
40,40,16,0,36,19,27,0.9000000000000002,45000
41,41,16,0,25,12,18,0.9000000000000002,45000
42,42,17,1,38,21,12,0.6900000000000001,45000
43,43,17,1,31,20,14,0.6900000000000001,45000
44,44,17,1,30,13,18,0.6900000000000001,45000
45,45,18,1,27,22,20,0.8700000000000002,45000
46,46,18,1,28,21,17,0.8700000000000002,45000
47,47,18,1,24,14,20,0.8700000000000002,45000
48,48,19,1,30,11,17,0.8100000000000002,45000
49,49,19,1,26,10,25,0.8100000000000002,45000
50,50,19,1,48,20,18,0.8100000000000002,45000
51,51,20,1,30,21,18,0.7500000000000001,45000
52,52,20,1,39,17,19,0.7500000000000001,45000
53,53,21,0,26,20,21,0.9300000000000004,45000
54,54,21,0,26,20,21,0.9300000000000004,45000
55,55,21,0,51,15,20,0.9300000000000004,45000
56,56,22,1,27,12,13,0.7900000000000001,45000
57,57,22,1,29,16,15,0.7900000000000001,45000
58,58,22,1,46,11,14,0.7900000000000001,45000
59,59,22,1,26,13,13,0.7900000000000001,45000
60,60,23,1,35,13,12,0.67,45000
61,61,23,1,49,13,26,0.67,45000
62,62,24,0,25,18,20,0.63,45000
63,63,24,0,41,11,18,0.63,45000
64,64,24,0,40,12,17,0.63,45000
65,65,25,0,43,15,22,0.68,45000
66,66,25,0,43,15,22,0.68,45000
67,67,26,0,42,13,17,0.7900000000000001,45000
68,68,26,0,34,17,21,0.7900000000000001,45000
69,69,26,0,35,13,21,0.7900000000000001,45000
70,70,27,0,50,17,17,0.7000000000000001,45000
71,71,27,0,28,22,17,0.7000000000000001,45000
72,72,28,0,35,10,20,0.66,45000
73,73,28,0,43,13,14,0.66,45000
74,74,28,0,43,13,14,0.66,45000
75,75,28,0,35,10,20,0.66,45000
76,76,29,0,49,13,26,0.7000000000000001,45000
77,77,29,0,26,10,18,0.7000000000000001,45000
78,78,29,0,32,22,14,0.7000000000000001,45000
79,79,30,1,29,10,13,0.6,45000
80,80,30,1,30,15,27,0.6,45000
81,81,31,0,53,17,27,0.8000000000000002,45000
82,82,31,0,24,18,23,0.8000000000000002,45000
83,83,32,0,30,12,20,0.65,45000
84,84,32,0,48,12,24,0.65,45000
85,85,32,0,26,15,17,0.65,45000
86,86,33,0,36,18,26,0.67,45000
87,87,33,0,36,19,18,0.67,45000
88,88,34,0,24,11,12,0.68,45000
89,89,34,0,33,15,22,0.68,45000
90,90,34,0,33,15,22,0.68,45000
91,91,35,0,50,13,23,0.9700000000000004,45000
92,92,35,0,39,10,20,0.9700000000000004,45000
93,93,35,0,25,19,19,0.9700000000000004,45000
94,94,36,0,30,15,17,0.8900000000000002,45000
95,95,36,0,39,10,14,0.8900000000000002,45000
96,96,36,0,30,15,17,0.8900000000000002,45000
97,97,36,0,39,10,14,0.8900000000000002,45000
98,98,36,0,30,20,20,0.8900000000000002,45000
99,99,37,0,50,14,22,0.7900000000000001,45000
100,100,37,0,41,21,23,0.7900000000000001,45000
101,101,38,0,41,19,14,0.7800000000000001,45000
102,102,38,0,24,13,26,0.7800000000000001,45000
103,103,38,0,27,21,26,0.7800000000000001,45000
104,104,39,0,26,15,21,0.9100000000000004,45000
105,105,39,0,26,15,21,0.9100000000000004,45000
106,106,39,0,26,15,21,0.9100000000000004,45000
107,107,39,0,44,10,16,0.9100000000000004,45000
108,108,39,0,42,11,17,0.9100000000000004,45000
109,109,40,1,52,21,26,0.7500000000000001,45000
110,110,41,0,50,14,23,0.9600000000000004,45000
111,111,41,0,48,17,17,0.9600000000000004,45000
112,112,42,0,47,16,18,1.0000000000000004,45000
113,113,42,0,36,20,26,1.0000000000000004,45000
114,114,43,1,49,11,26,0.7100000000000001,45000
115,115,43,1,49,11,26,0.7100000000000001,45000
116,116,44,0,42,12,18,0.7800000000000001,45000
117,117,44,0,46,19,27,0.7800000000000001,45000
118,118,45,0,45,18,21,0.8700000000000002,45000
119,119,45,0,39,13,25,0.8700000000000002,45000
120,120,45,0,45,11,19,0.8700000000000002,45000
121,121,46,0,36,21,23,0.9000000000000002,45000
122,122,46,0,36,21,23,0.9000000000000002,45000
123,123,47,0,38,16,22,0.65,45000
124,124,47,0,38,16,22,0.65,45000
125,125,48,0,51,20,22,0.8000000000000002,45000
126,126,48,0,34,12,17,0.8000000000000002,45000
127,127,49,0,31,13,25,0.64,45000
128,128,49,0,31,13,25,0.64,45000
129,129,49,0,28,13,22,0.64,45000
130,130,50,1,38,14,25,0.64,45000
131,131,51,0,46,12,24,0.8700000000000002,45000
132,132,51,0,46,12,24,0.8700000000000002,45000
133,133,51,0,51,13,13,0.8700000000000002,45000
134,134,52,1,50,19,16,0.7400000000000001,45000
135,135,52,1,53,20,13,0.7400000000000001,45000
136,136,53,0,44,10,18,0.9800000000000004,45000
137,137,53,0,27,14,21,0.9800000000000004,45000
138,138,53,0,44,10,18,0.9800000000000004,45000
139,139,53,0,26,14,23,0.9800000000000004,45000
140,140,53,0,27,14,21,0.9800000000000004,45000
141,141,54,0,47,16,26,0.9400000000000004,45000
142,142,54,0,47,16,26,0.9400000000000004,45000
143,143,55,1,50,17,16,0.64,45000
144,144,55,1,53,12,18,0.64,45000
145,145,56,1,45,11,19,0.63,45000
146,146,56,1,50,18,15,0.63,45000
147,147,57,1,39,11,21,0.63,45000
148,148,58,1,41,19,24,0.7200000000000001,45000
149,149,59,0,32,12,26,0.9500000000000004,45000
150,150,59,0,32,12,26,0.9500000000000004,45000
151,151,59,0,29,15,26,0.9500000000000004,45000
152,152,59,0,29,15,26,0.9500000000000004,45000
153,153,60,0,36,15,17,0.63,45000
154,154,60,0,48,14,14,0.63,45000
155,155,60,0,48,14,14,0.63,45000
156,156,61,1,45,19,26,0.7500000000000001,45000
157,157,62,1,52,14,22,0.8900000000000002,45000
158,158,62,1,29,11,20,0.8900000000000002,45000
159,159,63,0,40,20,13,0.8900000000000002,45000
160,160,63,0,40,20,13,0.8900000000000002,45000
161,161,63,0,31,10,24,0.8900000000000002,45000
162,162,63,0,40,20,13,0.8900000000000002,45000
163,163,64,0,27,13,22,0.8100000000000002,45000
164,164,64,0,41,11,19,0.8100000000000002,45000
165,165,64,0,41,17,23,0.8100000000000002,45000
166,166,65,0,51,11,15,0.7200000000000001,45000
167,167,65,0,35,19,24,0.7200000000000001,45000
168,168,66,0,39,19,22,0.8700000000000002,45000
169,169,66,0,39,19,22,0.8700000000000002,45000
170,170,67,0,33,17,20,0.7300000000000001,45000
171,171,67,0,45,14,26,0.7300000000000001,45000
172,172,68,0,33,14,13,0.7500000000000001,45000
173,173,68,0,43,19,26,0.7500000000000001,45000
174,174,69,0,28,21,13,0.7400000000000001,45000
175,175,69,0,31,19,24,0.7400000000000001,45000
176,176,69,0,46,10,19,0.7400000000000001,45000
177,177,70,0,51,17,15,0.8300000000000002,45000
178,178,70,0,24,15,17,0.8300000000000002,45000
179,179,70,0,49,18,16,0.8300000000000002,45000
180,180,71,0,45,13,26,0.8600000000000002,45000
181,181,71,0,25,11,24,0.8600000000000002,45000
182,182,71,0,44,13,17,0.8600000000000002,45000
183,183,72,0,46,19,21,0.8500000000000002,45000
184,184,72,0,46,19,21,0.8500000000000002,45000
185,185,73,0,50,17,26,0.9300000000000004,45000
186,186,73,0,35,20,13,0.9300000000000004,45000
187,187,74,1,46,19,25,0.61,45000
188,188,75,0,51,10,27,0.9100000000000004,45000
189,189,75,0,51,10,27,0.9100000000000004,45000
190,190,75,0,43,13,23,0.9100000000000004,45000
191,191,76,0,49,12,20,0.8400000000000002,45000
192,192,76,0,45,10,22,0.8400000000000002,45000
193,193,76,0,39,15,13,0.8400000000000002,45000
194,194,77,0,25,18,18,0.8800000000000002,45000
195,195,77,0,25,18,18,0.8800000000000002,45000
196,196,77,0,41,18,17,0.8800000000000002,45000
197,197,77,0,35,19,13,0.8800000000000002,45000
198,198,78,0,44,19,26,0.9200000000000004,45000
199,199,78,0,31,10,12,0.9200000000000004,45000
200,200,79,0,50,13,26,0.7500000000000001,45000
201,201,79,0,38,16,21,0.7500000000000001,45000
202,202,80,1,27,22,14,0.61,45000
203,203,80,1,32,17,15,0.61,45000
204,204,80,1,32,17,15,0.61,45000
205,205,81,1,44,10,25,0.7500000000000001,45000
206,206,81,1,45,17,18,0.7500000000000001,45000
207,207,82,0,42,12,20,0.9900000000000004,45000
208,208,82,0,42,12,20,0.9900000000000004,45000
209,209,82,0,25,13,19,0.9900000000000004,45000
210,210,82,0,25,13,19,0.9900000000000004,45000
211,211,83,0,29,22,15,0.8600000000000002,45000
212,212,83,0,34,13,23,0.8600000000000002,45000
213,213,83,0,34,13,23,0.8600000000000002,45000
214,214,84,0,49,15,22,0.9600000000000004,45000
215,215,84,0,31,15,20,0.9600000000000004,45000
216,216,84,0,32,10,12,0.9600000000000004,45000
217,217,84,0,31,15,20,0.9600000000000004,45000
218,218,85,1,30,18,25,0.8400000000000002,45000
219,219,85,1,38,21,18,0.8400000000000002,45000
220,220,86,0,45,16,25,0.9300000000000004,45000
221,221,86,0,38,11,14,0.9300000000000004,45000
222,222,86,0,38,11,14,0.9300000000000004,45000
223,223,87,0,38,13,27,0.9200000000000004,45000
224,224,87,0,38,13,27,0.9200000000000004,45000
225,225,88,0,37,15,18,0.8500000000000002,45000
226,226,88,0,37,15,18,0.8500000000000002,45000
227,227,88,0,48,19,19,0.8500000000000002,45000
228,228,89,0,38,17,13,0.6,45000
229,229,89,0,25,17,25,0.6,45000
230,230,90,0,26,22,27,0.8100000000000002,45000
231,231,90,0,42,18,21,0.8100000000000002,45000
