orderid,·¢³µºÅ,if_loaded,sku_counts,total_skuvolume,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,aspect_ratio_var,vehicle_capacity,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration
0,0.0,0.0,3,39108.0,13036.0,5.5555555555555545,0.2222222222222222,2.0,0.00016528925619834788,45000.0,48.666666666666664,10.333333333333334,26.0,4.7272727272727275,40,20,20,5892.0,0.04948153099026839
1,1.0,0.0,2,25892.0,12946.0,4.0,1.0,36.0,0.01335092860673682,45000.0,39.0,16.0,20.0,2.642857142857143,40,20,20,19108.0,0.1379273504273504
2,2.0,1.0,1,15504.0,15504.0,0.0,0.0,0.0,0.0,45000.0,34.0,19.0,24.0,1.7894736842105263,40,20,20,29496.0,0.0
3,3.0,0.0,4,38648.0,9662.0,7.1875,10.5,10.5,0.1702545013850415,45000.0,33.25,15.0,19.0,2.9,40,20,20,6352.0,0.15573353759932992
4,4.0,0.0,2,40320.0,20160.0,0.0,0.0,0.0,0.0,45000.0,48.0,20.0,21.0,2.4,40,20,20,4680.0,0.0
5,5.0,0.0,4,41868.0,10467.0,84.25,12.75,16.5,0.9764171913315184,45000.0,36.5,14.5,20.0,4.363636363636363,40,20,20,3132.0,0.23361017802218154
6,6.0,0.0,2,21720.0,10860.0,36.0,0.25,30.25,0.2547845804988662,45000.0,38.0,14.5,20.5,3.142857142857143,40,20,20,23280.0,0.15355672612987473
7,7.0,0.0,3,37160.0,12386.666666666666,98.0,8.666666666666666,2.6666666666666665,0.3453295740954336,45000.0,43.0,13.0,22.0,4.166666666666667,40,20,20,7840.0,0.17696772707026023
8,8.0,1.0,2,15624.0,7812.0,0.0,0.0,0.0,0.0,45000.0,31.0,12.0,21.0,2.5833333333333335,40,20,20,29376.0,0.0
9,9.0,0.0,4,35006.0,8751.5,47.6875,9.1875,34.1875,0.7989411157024794,45000.0,34.25,12.75,21.25,3.909090909090909,40,20,20,9994.0,0.23816984253754545
10,10.0,0.0,3,30994.0,10331.333333333334,46.88888888888889,10.888888888888888,36.22222222222222,0.4007506026736795,45000.0,39.333333333333336,14.333333333333334,18.666666666666668,4.083333333333333,40,20,20,14006.0,0.2422433595459461
11,11.0,1.0,1,24948.0,24948.0,0.0,0.0,0.0,0.0,45000.0,42.0,22.0,27.0,1.9090909090909092,40,20,20,20052.0,0.0
12,12.0,0.0,2,30030.0,15015.0,0.0,30.25,6.25,0.7856404958677685,45000.0,39.0,16.5,22.5,3.5454545454545454,40,20,20,14970.0,0.14814814814814814
13,13.0,0.0,2,33800.0,16900.0,16.0,0.25,9.0,0.1289766028620998,45000.0,44.0,19.5,20.0,2.823529411764706,40,20,20,11200.0,0.08885003885003884
