orderid,·¢³µºÅ,if_loaded,sku_counts,total_skuvolume,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,aspect_ratio_var,vehicle_capacity,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration
0,0.0,1.0,1,15912.0,15912.0,0.0,0.0,0.0,0.0,45000.0,51.0,12.0,26.0,4.25,40,20,20,29088.0,0.0
1,1.0,1.0,1,19926.0,19926.0,0.0,0.0,0.0,0.0,45000.0,41.0,18.0,27.0,2.2777777777777777,40,20,20,25074.0,0.0
2,2.0,0.0,3,30702.0,10234.0,0.0,0.0,0.0,0.0,45000.0,43.0,14.0,17.0,3.0714285714285716,40,20,20,14298.0,0.0
3,3.0,0.0,2,23040.0,11520.0,0.0,0.0,0.0,0.0,45000.0,45.0,16.0,16.0,2.8125,40,20,20,21960.0,0.0
4,4.0,0.0,2,38000.0,19000.0,0.0,0.0,0.0,0.0,45000.0,50.0,19.0,20.0,2.6315789473684212,40,20,20,7000.0,0.0
5,5.0,0.0,3,36828.0,12276.0,0.0,0.0,0.0,0.0,45000.0,31.0,18.0,22.0,1.7222222222222223,40,20,20,8172.0,0.0
6,6.0,1.0,1,15561.0,15561.0,0.0,0.0,0.0,0.0,45000.0,39.0,21.0,19.0,2.0526315789473686,40,20,20,29439.0,0.0
7,7.0,0.0,2,28512.0,14256.0,0.0,0.0,0.0,0.0,45000.0,33.0,16.0,27.0,2.0625,40,20,20,16488.0,0.0
8,8.0,1.0,2,20280.0,10140.0,1.0,20.25,0.0,0.004972057856673238,45000.0,47.0,16.5,13.0,3.8333333333333335,40,20,20,24720.0,0.09800128949065118
9,9.0,0.0,4,33120.0,8280.0,0.0,0.0,0.0,0.0,45000.0,46.0,10.0,18.0,4.6,40,20,20,11880.0,0.0
10,10.0,1.0,1,19404.0,19404.0,0.0,0.0,0.0,0.0,45000.0,42.0,22.0,21.0,2.0,40,20,20,25596.0,0.0
11,11.0,1.0,7,27300.0,3900.0,0.0,0.0,0.0,0.0,45000.0,26.0,10.0,15.0,2.6,40,20,20,17700.0,0.0
12,12.0,1.0,1,20064.0,20064.0,0.0,0.0,0.0,0.0,45000.0,48.0,22.0,19.0,2.526315789473684,40,20,20,24936.0,0.0
13,13.0,0.0,5,43740.0,8748.0,0.0,0.0,0.0,0.0,45000.0,27.0,18.0,18.0,1.5,40,20,20,1260.0,0.0
14,14.0,0.0,3,29526.0,9842.0,0.0,0.0,0.0,0.0,45000.0,37.0,19.0,14.0,2.642857142857143,40,20,20,15474.0,0.0
15,15.0,0.0,2,41624.0,20812.0,0.0,0.0,0.0,0.0,45000.0,43.0,22.0,22.0,1.9545454545454546,40,20,20,3376.0,0.0
16,16.0,1.0,1,17784.0,17784.0,0.0,0.0,0.0,0.0,45000.0,52.0,18.0,19.0,2.888888888888889,40,20,20,27216.0,0.0
17,17.0,1.0,2,21504.0,10752.0,0.0,0.0,0.0,0.0,45000.0,48.0,16.0,14.0,3.4285714285714284,40,20,20,23496.0,0.0
18,18.0,1.0,2,28560.0,14280.0,0.0,0.0,0.0,0.0,45000.0,51.0,20.0,14.0,3.642857142857143,40,20,20,16440.0,0.0
19,19.0,1.0,1,22464.0,22464.0,0.0,0.0,0.0,0.0,45000.0,54.0,16.0,26.0,3.375,40,20,20,22536.0,0.0
20,20.0,1.0,4,24600.0,6150.0,30.25,0.0,4.0,0.21006944444444436,45000.0,29.5,12.0,17.0,2.9166666666666665,40,20,20,20400.0,0.10136257892987703
21,21.0,0.0,6,35568.0,5928.0,0.0,0.0,0.0,0.0,45000.0,38.0,12.0,13.0,3.1666666666666665,40,20,20,9432.0,0.0
22,22.0,0.0,4,34164.0,8541.0,16.0,2.25,0.0,0.20782871972318342,45000.0,31.0,15.5,18.0,2.5,40,20,20,10836.0,0.07526881720430108
23,23.0,0.0,3,31416.0,10472.0,0.0,0.0,0.0,0.0,45000.0,44.0,14.0,17.0,3.142857142857143,40,20,20,13584.0,0.0
24,24.0,1.0,5,37500.0,7500.0,0.0,0.0,0.0,0.0,45000.0,30.0,10.0,25.0,3.0,40,20,20,7500.0,0.0
25,25.0,0.0,3,36720.0,12240.0,0.0,0.0,0.0,0.0,45000.0,51.0,12.0,20.0,4.25,40,20,20,8280.0,0.0
26,26.0,0.0,4,34944.0,8736.0,0.0,0.0,0.0,0.0,45000.0,32.0,13.0,21.0,2.4615384615384617,40,20,20,10056.0,0.0
27,27.0,0.0,2,26880.0,13440.0,0.0,0.0,0.0,0.0,45000.0,40.0,14.0,24.0,2.857142857142857,40,20,20,18120.0,0.0
28,28.0,1.0,1,17204.0,17204.0,0.0,0.0,0.0,0.0,45000.0,44.0,17.0,23.0,2.588235294117647,40,20,20,27796.0,0.0
29,29.0,0.0,2,24480.0,12240.0,0.0,0.0,0.0,0.0,45000.0,45.0,16.0,17.0,2.8125,40,20,20,20520.0,0.0
30,30.0,1.0,1,19760.0,19760.0,0.0,0.0,0.0,0.0,45000.0,40.0,19.0,26.0,2.1052631578947367,40,20,20,25240.0,0.0
31,31.0,0.0,3,28236.0,9412.0,43.55555555555555,3.555555555555556,18.0,0.030593604189558376,45000.0,29.666666666666668,19.666666666666668,16.0,2.2941176470588234,40,20,20,16764.0,0.19450149630095592
32,32.0,0.0,2,27360.0,13680.0,0.0,0.0,0.0,0.0,45000.0,40.0,19.0,18.0,2.2222222222222223,40,20,20,17640.0,0.0
33,33.0,0.0,2,17050.0,8525.0,12.25,4.0,16.0,0.515785123966942,45000.0,36.5,13.0,18.0,3.6363636363636362,40,20,20,27950.0,0.15731959567576007
34,34.0,1.0,1,16224.0,16224.0,0.0,0.0,0.0,0.0,45000.0,39.0,16.0,26.0,2.4375,40,20,20,28776.0,0.0
35,35.0,0.0,3,38988.0,12996.0,0.0,0.0,0.0,0.0,45000.0,38.0,18.0,19.0,2.111111111111111,40,20,20,6012.0,0.0
36,36.0,0.0,2,34100.0,17050.0,0.0,0.0,0.0,0.0,45000.0,31.0,22.0,25.0,1.4090909090909092,40,20,20,10900.0,0.0
37,37.0,1.0,1,24024.0,24024.0,0.0,0.0,0.0,0.0,45000.0,44.0,21.0,26.0,2.0952380952380953,40,20,20,20976.0,0.0
38,38.0,0.0,2,28560.0,14280.0,0.0,0.0,0.0,0.0,45000.0,34.0,21.0,20.0,1.7,40,20,20,16440.0,0.0
39,39.0,1.0,1,29744.0,29744.0,0.0,0.0,0.0,0.0,45000.0,52.0,22.0,26.0,2.3636363636363638,40,20,20,15256.0,0.0
