orderid,·¢³µºÅ,if_loaded,sku_counts,total_skuvolume,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,aspect_ratio_var,vehicle_capacity,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration
0,0.0,0.0,12,32802.0,2733.5,24.1875,11.555555555555557,13.22222222222222,0.5760452069610099,45000.0,21.75,10.666666666666666,12.333333333333334,3.8,40,20,20,12198.0,0.27987911551846095
1,1.0,0.0,12,38729.0,3227.4166666666665,45.75,4.472222222222221,7.076388888888889,0.4620377384960719,45000.0,25.5,9.166666666666666,13.583333333333334,4.0,40,20,20,6271.0,0.23059684423461832
2,2.0,0.0,9,29385.0,3265.0,26.61728395061728,7.876543209876543,0.8888888888888888,0.6856693090459326,45000.0,29.77777777777778,9.88888888888889,11.333333333333334,4.142857142857143,40,20,20,15615.0,0.1800835805499783
3,3.0,0.0,12,38765.0,3230.4166666666665,65.13888888888889,6.805555555555556,8.1875,1.9536857233682154,45000.0,26.166666666666668,10.833333333333334,11.75,4.375,40,20,20,6235.0,0.26425661809849266
4,4.0,0.0,14,42131.0,3009.3571428571427,55.9591836734694,8.10204081632653,22.372448979591837,0.48751900249895874,45000.0,25.571428571428573,10.571428571428571,10.357142857142858,4.5,40,20,20,2869.0,0.33949227588952297
5,5.0,0.0,15,40840.0,2722.6666666666665,18.026666666666664,15.982222222222221,6.728888888888889,1.4693783950617283,45000.0,18.2,12.533333333333333,12.933333333333334,5.5,40,20,20,4160.0,0.25094137262482047
6,6.0,0.0,10,27806.0,2780.6,48.80999999999999,5.4399999999999995,7.639999999999999,0.4917393767467132,45000.0,19.7,9.4,15.4,3.272727272727273,40,20,20,17194.0,0.2607500260237664
7,7.0,0.0,13,36986.0,2845.076923076923,29.05325443786982,4.1301775147929,16.236686390532547,1.2481445514870424,45000.0,23.153846153846153,12.153846153846153,10.615384615384615,5.666666666666667,40,20,20,8014.0,0.2598656596132946
8,8.0,0.0,11,41283.0,3753.0,35.057851239669425,14.62809917355372,7.685950413223139,3.1754269972451796,45000.0,27.818181818181817,10.909090909090908,13.636363636363637,6.0,40,20,20,3717.0,0.2555819879856322
9,9.0,0.0,11,30570.0,2779.090909090909,32.61157024793389,14.743801652892563,5.685950413223141,3.8533325420771303,45000.0,26.454545454545453,9.272727272727273,12.363636363636363,6.8,40,20,20,14430.0,0.27427496084516406
