orderid,·¢³µºÅ,if_loaded,sku_counts,total_skuvolume,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,aspect_ratio_var,vehicle_capacity,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration
0,0.0,0.0,98,29504.0,301.0612244897959,13.04841732611412,2.923469387755102,2.836734693877551,2.073158088065158,45000.0,10.948979591836734,4.642857142857143,6.142857142857143,6.0,40,20,20,15496.0,0.3241224725662411
1,1.0,0.0,120,34723.0,289.35833333333335,12.566041666666665,2.929930555555556,4.126388888888888,3.7882990516345427,45000.0,11.525,4.308333333333334,6.083333333333333,9.0,40,20,20,10277.0,0.34626722768767504
2,2.0,0.0,98,33477.0,341.6020408163265,19.41899208663057,2.4882340691378593,3.377863390254061,3.988828025761186,45000.0,11.775510204081632,4.581632653061225,6.377551020408164,9.0,40,20,20,11523.0,0.3355662037752453
3,3.0,0.0,122,40927.0,335.4672131147541,14.607901101854344,2.595068529965063,3.4655334587476485,2.6456843063302538,45000.0,11.688524590163935,4.942622950819672,5.959016393442623,9.0,40,20,20,4073.0,0.3217712836087328
4,4.0,0.0,96,30070.0,313.2291666666667,15.972222222222221,2.826388888888889,3.6344401041666665,4.488900787130535,45000.0,12.166666666666666,4.333333333333333,5.96875,9.0,40,20,20,14930.0,0.34528270687093787
5,5.0,0.0,87,32333.0,371.64367816091954,10.685691636940149,3.251156031179812,3.8805654643942393,2.259650963217013,45000.0,12.344827586206897,4.781609195402299,6.126436781609195,9.0,40,20,20,12667.0,0.32114405678094743
6,6.0,0.0,113,36998.0,327.4159292035398,13.827394470984416,2.6207220612420703,4.2117628631842745,2.4465436051988863,45000.0,12.274336283185841,4.469026548672566,5.902654867256637,9.0,40,20,20,8002.0,0.3376252263186426
7,7.0,0.0,89,33372.0,374.96629213483146,10.354500694356773,3.3215503093043806,4.573159954551193,3.143120066610156,45000.0,12.674157303370787,4.584269662921348,6.382022471910112,8.5,40,20,20,11628.0,0.328842923389555
8,8.0,0.0,105,41372.0,394.0190476190476,13.19419501133787,2.8339229024943307,3.0472562358276645,2.380564790390835,45000.0,13.123809523809523,4.819047619047619,5.980952380952381,8.5,40,20,20,3628.0,0.3059906407988385
9,9.0,0.0,148,44721.0,302.1689189189189,12.438458728999269,2.820443754565376,4.511504747991235,3.052837213592522,45000.0,11.472972972972974,4.155405405405405,6.3108108108108105,7.5,40,20,20,279.0,0.3493750346248721
